,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
352,sandyhook,protect,protectourkid,school,painter,mouthpaint,mariampar,😢🤦🏽‍♀️,loss,outta,to…,indi,everyday,sens,contempt,brett,flash,as…,cgccontrol,novemb,taquan,choos,protec…,leadersmotherswho,crowd,famu,non,a…,sheaserrano,t…,realiz,artacevedo,austin,houston,lucki,less,allow,type,solv,thousand,boulder,come,mosbo,moedchat,children,control,except,women,support,enoughisenough
353,american,nobrassnoammo3,footbal,bkactual,ridden,town,grew,justleahbe,betoorourk,year,shouldnt,arent,beef,marcorubio,boulder,thousand,here’,pay,use,promis,protectourkid,sandyhook,“whether,guilti,lost”,curtail,atlsportscholar,mtomlin68,natecohn,randcorpor,forget,settl,katmiriamxo,jersey,shoot,,factor,jean,gun,black,scarborough,lost,violenc,rid,dodgebal,mad,law,respect,true,gt
354,until…,violenc,sinc,"record

sinc","not

it",123,krassenstein,promis,change…,33000,sens…,fast,mcdonald,boycott,coke,food,min…,tablet,reduc,no…,hand,usa,beforemay,majorityfm,samsed,black,protect,realtjrobert,kaitmarieox,epidem,cultur,involv,text…,askin,constitut,demand,american,plight,rosi,gun,disarm,peoplefirstrad,matter,sandyhook,protectourkid,momsdemand,fantast,👇🏻,davidhogg111,nonsens
355,ralli,woman,beyer,wadler,naomi,rep,harrystyl,rock…,improdrap,isprint200m,us…,spe…,lukemilhauser1,colleagu,polic,seanhann,on…,ndrewlawr,swear,statist,inflamm,ktdub20,corrup…,radio,die,protect,children,protectourkid,sandyhook,gun,redheadti,messag,govern,compar,sculptur,violenc,nra,smollen,ms,truth,spread,state,publucart,spokan,thousand,boulder,rwpusa,gucci,support,katmiriamxo
356,remind,unrcpd,workshop,facilit,vital,iansawomen,countri…,but…,kumbaya,us1stdeplor,justlookingblu,beckyrood,st…,luewmi,america,wey,benefit,armstreati,ws,shobhashrestha2,karinolof,ratifi,center,stage,violenc,elect,midterm,2018,mani,fairground,herald,local…,unblock,grifter,krassenstein,incaseyoudidn’tknow,put,protect,woman,promis,children,protectourkid,sandyhook,absolut,boulder,thousand,messag,solut,brilliant,riptaquanpinkney
357,svp,opinion,sport,chicago,salw,trade,perspect,p…,southasia,workshop,illicit,iansanetwork,part,wome…,opportun,unrcpd,karinolof,solut,term,common,regul,affordable…,access,w…,reject,state’,balanc,protecting…,senfeinstein,go,respond,zjemptv,reduc,murder,katmiriamxo,countri,strictest,adam,fisa,redlin,dipshit,you’r,thehil,kid,due,school,thought,law,idiot,chief
358,littleton,pierson,karl,murdersuicid,newtown,😂😂😂,even,violent,defensel…,domain,crimin,alannahmadelin,aleighmp,chief,physic,wife,groceri,store,juli,2003,repercut,delewar,though,educ,score,rage,wrote,glasgowchicago,crime,tackl,death,attain,polygen,predictor,behavioural…,intellig,violenc,cannot,relat,law,okay,mmpadellan,happening…,thelizbeth10,au…,canada,public,dish,lmaooo,gun
359,fischer,australia…,issu,carri,b…,flikfluimsnor,sword,europ,usa,astroehlein,crowdfund,dunblan,newtown,shoot,member,vig…,victim,nation,tim,around,show,country…,armsokay,coolth,openli,rifl,leader,law,strictest,chicago,highest,done,anybodi,report,school,unsolv,accept,choos,iamsodonewith,tire,violenc,daili,rate,noninflu,summer,v…,keithfenwick,nra,leegillaspi,gun
360,tour,lindiv,lovecreatecelebr,tour…,diy,❤️😭,santa,babe,du,cover,tobymcdonough,tht,ure,grand,law,us,report,militari,remind,learn,badjinrank,wafflewedgi,nacel,marybro77801894,luckyguysam,rhh01nj,jodhishark,obolerfan,kessentai556…,juri,victim,cr…,gutwrench,“the,repschlossberg,fail,andrewmwenda,luxuri,capt…,dictat,museveni,cost,bag,support,help,read,reduc,bail,drag,holi
361,shoot,"

the",yo…,shooter,news,commun,cbcf…,to…,kanyewest,adam,genocid,2a,bea…,mass,elimin,translat,ill,john,oliv,politician,skewer,blame,wittgenstein016,tsprog,lapislazuli4402,mattgeesymond,brunothebridge…,72,martin,simpl,explan,essay,state,dc,abc,analysi,illinoi,heard,yo,shit,chief,artacevedo,polic,interest,☺️💯,face,speak,,rolandfreislerparti,inde
362,poverti,uptick,racism,assaultharass,since…,hage,outlaw,pastor,consider…,hesit,owner,attent,otherwis,speak,instead…,repres,"why

il13","betsyforil

her",chang,tell,cbcfinc,fmsuprem,openingremark,washingtondc,beyon…,senseless,commun,tragedi,wil…,sick,polic,axio,perhap,believ,"

we",familiar,artacevedo,realiti,violenc,without,johncornyn,yo…,polici,fuckin,mouth,nra,infatu,missmayn,survivor,gun
363,per,cedar,rapid,messag,als…,thebtol,member,horri…,influenc,disrespect,2016,uniqu,kid’,shout,shine,sandyhook,protectourkid,boulder,thousand,colorado,mani,someon,founder,invis,innocent…,america’,republican,back,doctor,radio,polic,murder,assembl,nationwid,version,addit,advoc,sea,let,epidem,violenc,relat,ignor,"matter
allivesmatter
control",made,gun,victim,sens,betofortexa,🤦‍♂️🤦‍♀️
364,povertyrac,american,dc,messag,victim,crime,rise,wamu,nationwid,assembl,change…,33000,collater,"policing
wamu",885,stopmpd,sandyhook,protectourkid,protect,firearm,impact,this…,cochranshow…,concert,840,720,pier,victims…,tactic,thousand,address,nra,shoot,texa,tune,aggress,metaphor,boulder,reduc,school,prevent,non,war,problem,relat,,weapon,exactli,violenc,jason
365,people…,situat,confus,reckless,movement,adventist,place…,tragedi,univers,million,state,citizen,count,wh,goi…,defend,boulder,thousand,denverpost,silenc,remi,ma’,uncomfort,desk,hall,artacevedo,johncornyn,background,order,tsholyground,emma,gonzalesth,blame,⁦marisagerber⁩,system,restrain,harder,bro,infatu,fukin,citi,violenc,women,gun,,paulsjohn,losangel,shannonrwatt,🧐🧐🧐,stopkavanaugh
366,juddlegum,seenoevil,putin,heroin,illinoi,instal,pass,violenc,weild,aren’t,usa,joaquin,progress,conserv,violen…,arneduncan,conclud,hit,prevent,stopgunviol,death,"trying
w",americ…,"points
just",fixabl,assembl,nationwid,dc,serv,try…,scott9357scott,seungminkim,tshirt,grownupinroom,difficult,youth,problem,doctor,maddogpac,truefactsst,partisan,commun,relat,shouldnt,campu,stanford,nra,,gun,law
367,fatal,diet,protect,citi,b…,safer,suscept,studi,rise,written,stop,nut,creat,thin…,entirelyi,how…,lead,away,act,violenc,t…,woman,boulder,denverpost,school,minut,viole…,suffer,shannonrwatt,burt,sculptur,drug,american,reduc,suicid,commun,epidem,togeth,close,help,sexual,essenview,abl,fail,law,surpris,gun,late,get,chill
368,illinoi,leahvukmir,ah,statist,socialist,stand,gun,research,physic,seem,takeaway,timetotalk,reduc,eye,prayer,victim,liar,middleton,fatal,shoot,school,govwalk,govern,law,discuss,citi,answer,prevent,2nd,amend,address,cough,amer…,hear,kid,politic,permiss,chang,enough,forgot,argh,articl,nra,werent,give,spectatorindex,anxieti,anoth,aa,davidhogg111
369,near,rariti,nicol,audienc,liber,sile…,likewis,mani,politician,own,shot,will,duti,derog,hand,people…,truth,america,racism,opportun,jguttenbergot,thousand,mass,senatorfisch,usdot,ntvnew,combat,violenc,goddamn,idolknight,blame,middleton,epidem,pleas,kill,kid,countri,letmep1st,seanmcdirti,control,nra,stop,surround,fbhw,debfischern,donjbacon,💔😢,repdonbacon,americatheshithol,gun
370,roc,lot,extrem,water,emoji,peac,jug,neighbor,gifford,pac,reduc,bnonew,anastasiafal,ariluvsmus,betoorourk,newtownact,vote,dont,last,cop,angri,ridleylatim,headlin,homi,hydrat,stat,nra,chicago,abc,protect,shoot,children,problem,somebodi,say…,gun,talk,candid,standard,week,now😂,momsdemandact,👇🏻👇🏻ca,law,calvesforday,harri,katieparasock,violenc,kind,thetrumptrain
371,barackobama…,olli,"
you",btstwt,talk,crime,sens,togethe…,economi,cohes,masterpiec,blueghost40,stun,less,result,"
scratch",lefti,corre…,denismbrown,huge,law,silli,kevindwhitetn,briankempga,realdonaldtrump,would,grew,patrickmadden,wamu885,listenread,chicago,trynna,advoc,sexual,paid,franc,uk,prevent,stand,pray,polic,govwalk,i’d,imagin,gang,crimin,,nra,shoot,gun
372,weapon,elf,mayb,along,fascist,insan,jerzeereap,ag,shut,understand,right,nbcnew,1940,kinda,grace,aw,robinwi,thought,lol,ass,matter,law,american,gun,countri,asshol,moron,littl,leav,session,chicago,go,fire,,worthless,shoot,lie,shame,wtaf,stupefi,👎👎,heh,nrarussia,wtampampamp4,fuck,jeff,exist,nra,wow,racist
373,he’,msnbc,ag,victim,jeffsess,truli,evil,elftrol,waukegan,project,widow,dead,blame,,45,hey,abus,beauregard,keebler,republican,shoot,norespectfortrumpvot,govwalk,smfh,scottwalk,nra,shatterproofhq,rise,cretin,touch,ridicul,yah,confeder,pathet,finest,stfu,chicago,gun,excit,omg,true,jfc,disturb,puke,gunviolenceinamericasuck,👊✌️👏👏,asshol,moron,racist,session
374,mama,lindasu,noth,promis,señora,siéntes,jump,session,sinc,shoot,nbcnew,g…,yet,evil,motherfck,gaagee0406,aclu,gun,racism,jackass,prevent,nra,neveragain,violenc,👍👍👍👍👍👍👍👍👍👍,fire,almost,piec,motherfuck,arrest,fuuuuck,issu,speechless,wtf,touch,thegeescott,smdftb,这位大哥，没必要这么破罐破摔吧…,"f

o

h",goblin,,"jimmizenews

jeffsess",elv,jfc,naziamerica,jesu,know,fool,wow,racist
375,conflict,tit,white,poetri,shelv,jeffsess,gang,arm,manufactur,decreas,ear,bumpkin,felt,chicago,men,countri,torri,garden,interest,ignor,receipt,sayin,🙄🙄🙄,violenc,shot,promot,ion,session,gnome,"activated
right",end,tip,keebler,drama,gun,he,ryan,thejusticedept,racist,wtf,nra,johncornyn,husdivin,"
l…",exactli,🤦🏽‍♂️,guncontrolnow,🖕🏻🖕🏻🖕🏻🖕🏻,hell,quit
376,violenc…,m…,there’,fight,prevent,chicago,he’,heartbreak,guncontrol,cdnpoli,fk,murder,🖕🏿,ag”,either,commun,idiot,session,repbrianfitz,noth,ag,msnbc,recus,duti,boulder,understand,absolut,event,nra,polic,mark,nbcnew,phuck,👏👏👏👏👏👍👍👍👍👍👍cpchq,beauregard,"

🖕🖕🖕liberalparti",2018,forward,leav,attorney,🙄🤦🏻‍♀️,stand,racist,shame,disgust,power,canada,fool,whiteribbonaust,
377,masculin,2016,invok,curb,avlnew,gu…,univers,yo,suicid,denverpost,death,appar,harmlessyarddog,lie,bullet,accident,asswip,"verses
alllivesmatt",son,parallel,can’tin,polic,know,usual,misrepresent,gross,s…,ceas,asshol,untruth,60,thot,chicago,countri,congress,count,nra,tire,shoot,pray,nerf,krisleshaun,gun,resist,glamor,session,fukkin,racist,"remove
trumpsycophants
presidentspanki",phaa
378,courthous,coward,erictendian,tide,shannonrwatt,gelderbailey,inner,nbcnew,oppon,polit,organ,stand,tedcruz,newgovttim,anymore…,disarm,clown,beleagu,"sessions
thi",votebluetosaveamerica,heil,dictator’,we’r,nursekelsey,imbecil,cannot,even,shut,kibler,moron,momsdemand,o…,shootin…,nkjemisin,soon,bring,ignor,asinin,senseless,luithhh69,artacevedo,elf,redneck,gun,thank,wth,amen,parkland,mess,session
379,end,jacket,cooler,reset,wasn’t,rehears,choirforun,america,asham,blacklivesmatt,obamaspol,polit,pawn,"
aclu",countri,individu,glorif,constanceforoh,two,public,mani,prohibit,boozerel,corrupt,katmiriamxo,tedcruz,clue,shoot,obvious,south,sick,monster,gang,allow,firearm,violenc,potu,gopespanol,problem,liar,foxnew,tonight,along,haven’t,nation,chicago,highest,jame,wood,gun
380,black,fruit,shop,needl,shelv,lmkornick,escal,bitemetrump2016,sat,ame…,evelevenson,american,t…,america,seattl,prevent,dont,scotlanduk,strict,law,join,creat,33000,change…,counti,lynnwoodpd,cross,ralli,schools…,act,vote,gop,live,"think

nah",buddi,"
or",gun,violenc,6th,oversight,refusefascismch,countri,novemb,caseyre,sentoomey,yourfriendlilan,support,fli,,resist
381,step,ward,googlealert,condemn,resid,hudsoninstitut,secpompeo,incl…,perfect,"

that",statedept,unit,forward,🇺🇸,longer,lockdown,motorbik,area,imagining…,stolen,sigh,hurrican,facebook,launder,propos,plantat,shackl,odd,editor,star,clutch,pearl,use…,sight,kill,chriscoxnra,repjimrenacci,nrapvf,nra,thekovacz,state,shooter,hair,mass,gun,violenc,green,session,hello,fbi
382,congressman,rahmemanuel,david,mani,state,issu,situat,vent,attack,incess,rage,by…,"children

each","texas

of",marcogutierrez,elpaisinenglish,do4vet,violenc,probabl,rare,invok,2016,curb,racist,session,avert,licens,strict,america,black,rate,activist,hit,mcdonald’,autopsi,graphic,laquan,jeff,nbcnew,thepoliticalcat,highest,law,mix,gun,sound,heartbreak,danc,domest,nra,idiot
383,increas,pedestrian,safeti,bolster,ci…,shoot,base,model,indytenpoint,replic,clergi,curb,th…,faith,peac,fear,leg,count,stitch,bullet,vi…,must,demandeverytown,mom,conglomer,cathyinvega,gun,violenc,allianc,shootin…,courtroom,mass,softwar,potu,hardtodefend,ugh,attack,diet,law,morn,happen,draft,nasti,🙏🏾,reckless,senseless,disgust,,attent,gabriel
384,asjbaloch,antisophistri,shadoself,equal,jackassian,hackettgraham1,chriscoxnra,williamlamberth,votemarsha,proof,tn,philbredesen,dangero…,thegravit,dr24hour,fair,enough,chalk,militia,turne…,madd,similar,soccer,themselve…,educ,field,death,chart,trump…,bluejayresist,ciscrusad,antifa,appoint,faith,man,violenc,despicc,wow,mario,kart,gun,obsess,american,vote,pleas,disgust,shockingli,definit,stop,
385,93,jeffsess,american,owe,mar,be…,kthopkin,debbiebarnes66,olivebranchcon1,border,globeandmail,liber,he’,tournament—on,𝘨𝘢𝘮𝘦𝘳𝘴—and,shoot,rep…,imag,trump,bridg,wall,walmart,towa…,shelter,parent,nbcnew,johnrosenth,petermasiako,hshermd,endgunviol,listen,word,harm,enemi,polic,constitut,caus,stop,discuss,someon,session,mite,piec,racist,honest,children,goat,nra,idiot,amen
386,ye,guy,right,reduc,polici,autopsi,mcdonald,graphic,laquan,seven,american,possibl,injustic,th…,meant,occur,violenc,polic,daili,visibl,everywher,shoulder,five,wea,america,shoot,fight,aclu,dude,lafallara,sonsolesonega,yaesmediodiatv,burress,plaxico,mascot,real,time,read,levistraussco,sage,top,vote,nice,racist,keebler,session,smh,sign,wow,wild
387,weapon,smuggl,ring,bell,excel,joe,messag,fact,therapeut,“at,racist”,monument,levistraussco,sooo,lot,tune,mention,dummi,speech,boulder,thousand,they…,obstructionist,must,honorthemwithact,shoot,control,educ,to…,protest,realcandaceo,support,kinda,nra,sodid,👇👇👇,pocket,lin,gun,chicago,action,monarquia,medo,secess,crime,jeff,gunsensenow,racist,drug,🤦🏾‍♀️🤦🏾‍♀️🤦🏾‍♀️🤦🏾‍♀️
388,protect,wamu885,voic,isn’t,live,violenc,senat,politic,old,law,chang,happen,kind,apeastregion,comfort,arm,realiz,polit,america,declar,act,hint,scroll,orrinhatch,prevent,moleg,children,death,excit,murder,morn,fight,men,session,mikezollo,stat,gun,gop,report,keebler,elf,chicago,rid,nihil,particip,son,derekkxli,👇🏽,wth,missouri
389,field,johnstown,hand,mass,problem,thursdaythought,south,traumat,nbcnew,tha…,ibusolih,ahmedmahloof,stop,racist,chang,laugh,stori,session,cnnbrk,superdom,publish,hear,regul,list,davidhogg111,graphic,burgessct,tragedi,also,violenceinschool,bozo,senjohnmccai,buy,condon,complac,shoot,apcentralregion,kungfunni,gvpedia,“what,africa,legisl,control,gun,them❤️,must,senseless,amerikkka,polic,omg
390,shannonrwatt,racism,senseless,,minut,trumpian,protest,hell,tear,less,anoth,enough,bia,shouldnt,sent,ironi,ye,lol,novemb,heartbreak,pain,heart,gop,children,doesn’t,chill,jesu,upset,receiv,horribl,shawndavi,this👏shouldn’t👏be👏norm,marchforourl,wtffffff,this💔😭,devast,😢😢😢😢😢,mannnn,ridicul,ff,realdonaldtrump,true,sherlock,sad,nra,shoot,jfc,normal,america,gun
391,shooter,made,continu,jesu,law,violenc,live,"okay

thi",ever,right,uhhh,white,aberdeen,enough,first,ok,"
gunreformnow",shoot,divers,throw,damn,amarch4ourl,💔💔💔,🤦🏼‍♀️😱,😓😓😓,🍁🍁🍁,aliceangelicaxo,"crybabyliarmess
confirmkavanaugh",oof,horribl,skynewsbreak,dam,thanks✊🏼,whendoesthisstop,nonramoney,frighten,abc,gun,horrifi,msnbc,heartbreak,hometown,end,gunreformnow,terrifi,report,stop,nra,,america
392,amarch4ourl,weep,excus,colvin4congress,respond,state,angri,would…,jeffsess,go,shoot,polit,shot,sad,devast,prayer,,endgunviol,control,maga,umm,end,break,cri,live,anniemccarren,republican,nra,twittersafeti,damn,omfg,👏🏽👏🏽👏🏽,😕😕😕😕,howmanymor,🙁😩,👏🏻👏🏻👏🏻,legisl,🖕🖕🖕🖕🖕🖕🖕🖕,agre,bitch,fire,enough,sick,horribl,heartbreak,god,gun,receiv,america,report
393,disgust,nra,death,will,feel…,helpless,tear,law,twittersupport,congress,shannonrwatt,far,,mani,thelovebel0w,gop,a…,everyday,protect,end,drbrez,fbi,holi,fuvk,prouder,jack,violenc,gun,twitter,cours,babi,imagin,wrong,temp,shoot,done,smh,heartbreak,can’t,reportthissickbastard,viscer,futur,johncornyn,😡😰,heartwrench,chill,❤️❤️❤️,stop,america,report
394,ban,john,people…,ordinari,innoc,must,trumpster,sum,parent,end,session,pray,famili,stop,ppl,attent,msnbc,moron,everyonereport,gener,off👇🏽,idiot,violenc,citi,lost,fbi,allow,sight,onebrotherhood,tory对待枪的观点不,tire,firearm,master,gun,fairfield,vile,done,wtf,ff,ricagv1,enoughisenough,murica,🤦🏿‍♀️🤦🏿‍♀️🤦🏿‍♀️🤦🏿‍♀️🤦🏿‍♀️🤦🏿‍♀️,shoot,horribl,po,twittersupport,import,report,america
395,safe,realdonaldtrump,ban,realiti,pain,"block
",trumprussia,"
report",nrarussia,risk,report,session,peopl,sad,child,😳😪,chill,earlier,shoot,march,physic,law,gun,sicken,,bebett,american,nra,nanci,america,happen,fuck,heartbreak,nancypelosi,accept,fbi,damn,erasetheh,maddiemorrisva,nomorenrapolitician,🤪🤪🤪🤪🤪🤔🤣🤣🤣🤣🍁😡😡😡😡,gunsens,harfordsheriff,🙏🙏🙏,aw,twittersupport,word,cw,emili,stop
396,isnt,violenc,safeti,stopkavanaugh,campu,cant,home,rahm,shooter,yo…,law,votethemout,ali,reason,excel,agre,capita,variabl,betoforsen,shoot,prevent,ted,piersmorgan,"gunviolence
mmflint",superhero,chicago,hell,nancypelosi,plan,live,everywher,cruz,smhi,forward,nra,😂😂,gun,oh,furiou,take,homeschool,❤️🔥✊🏻✊🏾,🙏🏼🙏🏼,fought,heartbreak,kretsersuzi,gunreformnow,peabodypress,😭😭😭😭,report
397,murder,felt,black,noth,gunreform,hand,mass,liber,danrodrick,end,discuss,children,shoot,cool,gop,charg,author,no,respect,need,workplac,american,sock,shove,realiti,kinda,don’t,sentedcruz,victim,lose,🤷🏾‍♂️,princ,lectur,betoorourk,insan,huh,gun,low,nra,4massshootingsin2day,fuckthenra,nickconfessor,ugli,allow,let,trend,could,america,exactli,report
398,protect,sandyhook,abc,address,origin,scott,boulder,caus,wrong,multiplat,jmaine518,third,don…,legisl,losangel,princ,posthum,street,yesterday,much,thousand,children,load,nomin,scale🤔,mpaulkovich,difficult,control,fantast,jbpritzker,shoot,anti,cc,slkollmann,rauner,condol,gun,beeee,don’t,import,event,nra,chicago,stop,nancypelosi,appal,dj2779,fbi,twitter,report
399,berniesand,timcanova,silenc,po,torontosmayor,prayer,famili,refer,cartoon,write,momsdemand,send,class,wel,‘despicable’,deplor,head,maryland,cnnbrk,pleas,,continu,realiti,twitter,republican,repandyharrismd,children,protect,resist,gun,shut,america,unab,violenc,unbeliev,twittersafeti,effect,permit,pepe,tryna,fuck,go,😭😭😭,agre,basta,againagainagainagain,done,stop,jack,report
400,commun,neighborhood,victim,elect,accept,rid,creep,shoot,nra,whether,stop,investig,correct,gut,vega,someth,focus,chicago,sandyhook,promis,asshol,action,gun,twitter,resid,gop,wow,momsdemand,horribl,sick,leader,piec,happen,walshfreedom,need,temiv,jack,motherfock,twittersupport,,wtf,done,idiot,😑😓,💔💔💔💔💔💔,😣😣😣😔😔,heartbreak,twittersafeti,report,fbi
401,action…,docbrucebann,nrabloodmoney,votebluetosaveamerica,nra,mikekemp15,obfuscateclear,mattxr,map,massshoot,2013,prevent,child,sept,messag,protect,violenc,normal,would,question,support,weep,princ,minut,orlean,lose,"
must",impeachtrump,kharyp,guy,disgust,pray,"ca49
vot",woman,exception,control,mother,mikelevinca,american,beyond,stupid,gun,betoorourk,frog,america,mbn,👍🏻👍🏻👍🏻👍🏻,sure,twittersupport,report
402,shooter,taskforcepep,ethicsgradi,teapainusa,ibelievechristineblaseyford,angrywomenvot,believewomen,ibelievechristineblaseyford…,question,end,25,coll…,noth,mother,kid,loved…,anyon,ban,maryland,i’d,law,shouldn’t,"

listen",shannonrwatt,chicago,countri,momsdemand,💔💔💔💔,crime,peopl,regul,militia,self,care,heartbreak,citi,nra,hey,ago,twittersupport,twittersafeti,nonramoney,parkland,violenc,hr,solv,shoot,jack,gun,thoughtsandpray
403,welleduc,citzenri,arn,hundr,woman,women,chicago,prevent,particular,terribl,appar,put,doesnt,south,blood,grimi,cruz,event,black,fbi,there’,you…,boulder,eye,earlier,happen,bbcnew,march,jonylah,chancesmith,"🙏🏾🙏🏾🙏🏾

blacklivesmatt",everi,shine,zionkelly18,countri,tackl,immigr,sent,ppl,nra,shoot,pea,made,gop,,sick,gun,😢💔,gogovernortom,gunsensenow
404,firearm,thats…,wall,citizen,secur,davidhogg111,9new,danrath,deray,safe,thought,chalont,non,complex,sydneew,violenc,eye,dude,🤦🏽‍♂️,cannot,watermusic3,washingtonpost,dozen,reuter,could,media,chrisvanhollen,defici,black,problem,victim,stori,billboard,support,american,normal,"masculinity
gun","racism
misogyny
misogynoir
ableism
racism
transphobia
homophobia
racism
tox",coleyworld,immigr,tackl,pea,lotta,wit,rep,gun,suppressor,hear,votebluetosaveamerica,
405,either,eventu,isnt,kill,mf,93,cmci1010,control,cours,entir,child,deplor,attack,countri,end,caus,slategabfest,davidafrench,"flawed

1",thursday,violenc,die,mass,black,feel,reduc,compar,"bolder🙄🙄🙄
now",shot,prove,chill,period,katelynnulrich,specnewscni,i…,gun,ownership,mother,due,pea,immigr,tackl,abort,txt,realiti,bodi,citi,shock,glorifi,despic
406,oliv,“it’,are…,art,indigen,caucasian,bs,tru…,daili,syracus,maryland,"

what",desensitize…,allow,tackl,focus,lost,third,communist,lib,coup,citizen,nu…,pack,protect,discipl,noninflu,origin,senfeinstein,violenc,enough,polit,huge,video,they’r,posthum,princ,pea,eye,protectourkid,sandyhook,done,rucku,issu,christinawilki,xeni,tire,gun,sad,black
407,lesser,come…,"man
without",blood,150,firearm,mistak,"day
med",violenc,247…,exact,syracus,less,arm,pass,zigbog,nonexist,death,compar,messagethen,law,gu…,concept,immigr,posthum,origin,princ,cbsnewsent,focus,gun,specnewscni,willisstalem,shedd45,katelynnulrich,hollywood,violent,ultra,woman,prayer,black,boulder,billboard,convers,spark,video,tackl,eye,liberti,pea,cock
408,indoor,outdoor,death,arrest,schneider4dem,caseykleinman1,otherwis,malifestyl,state sen,cruz,endors,antigun,wont,seen,colonoscopi,perform,educationweek,citizenri,welleduc,duncan,arn,pick,protectourkid,sandyhook,protect,black,gun,sandi,map,hook,much,statement,creativ,shoot,america,nra,eye,moment,violenc,wow,princ,mass,tackl,pea,looser,good,solut,boycottlevi,nelbamg,
409,cruz,senat,antigun,bunch,shatterphoenix,suppremicistnaz…,deflect,ishey,keithrothfu,truli,secretservic,pass,sensibl,politician,skewer,oliv,spoutinghorn,vio…,steeet,normi,andrewquackson,due,prevent,less,shoot,there’,repralphnorman,wrong…,deepli,respect,solv,ab…,plagu,shaunwkeaveni,channel4new,liber,blame,law,greta,typic,gun,freedom,messi,america,thursday,violenc,said,💔💔💔💔🤦🏽‍♀️,syracus,hlntv
410,tribelaw,about…,davidjtron,divisiv…,fight,minnesota,amen,lost,protectourkid,sandyhook,fredguttenberg,america,everyon,15,micahgrim,piersmorgan,vote,"antis

💜🚫💜🔫💜🚫💜","knows

princ","lyrics
everybodi","everybody
who",hand,comprehens,"⬇️⬇️⬇️
yangforpresid",mother,ignor,shoot,bullet,bodi,highlin,mental,immigr,pea,violenc,"this
stay",protect,heard,davidhogg111,common,nra,kimsmom3,tackl,srmlucella,,youth,victim,gun,enoughisenough,letstalkaboutit,smdh
411,endur,relationsh…,could,violenc…,educ,recent,video,everi,griev,inact,confront,victim,save,parent,immigr,cross,syracus,senat,hall,activ,violenc,joaquin,t…,death,toler,ralli,rihanna,repres,pea,harm,lower,tackl,epidem,money,omg,congress,america,cnn,shoot,pleas,circa,black,gop,longer,stop,gun,,nra,thank,votelevin
412,explain,attent,ban,ralli,senronjohnson,citi,rocket,law,tho,us,noth,expect,fight,weak,america,headlin,address,saw,wyt,owner,everyday,vote,tedcruz,voter,polic,💕💕😍,woman,pea,eye,child,music,children,shoot,tackl,cenkuygur,presum,chicago,repseanduffi,god,death,finish,,bless,violenc,nra,princ,realiti,gun,snake,wow
413,eh,terror,ralli,stun,thursday,syracus,obvious,heart,mom,surpris,noth,ownership,affect,violenc,us,christlik,migop,classi,america,kill,problem,patrioticberni,pea,control,brilliant,doctor,wow,opinion,death,unit,gold,horrid,ted,rip,mass,nra,cruz,tackl,protest,michigan,sad,,tednug,princ,gun,shoot,solut,jenndawn,nraisaterroristorgan,puke
414,would,eminem,prevent,mia,gunreformnow,"
real",betofortexa,statement,messag,mass,past,questionoftheday,worri,nra,children,his…,rap…,shannonrwatt,ceas,blackeyedpea,stop,protect,asshol,perman,album,domest,hear,nation,stand,hey,ban,violenc,victim,tackl,dloesch,rude,problem,god,,shoot,gta,realdonaldtrump,wtf,fuck,yup,chadduk,taskforcepepe2,gun,nee,jack
415,congress,owners…,properli,activepatriot,3220blackburn,ted,kateefeldman,domestic…,aroldi,chapman,hund,crimin,everi,mess,speak,standbi,nekkidk9,chrisvanhollen,background,saw,america,ban,republican,town,hall,is…,ralli,andrewgillum,lose,restrain,cbsnew,sad,univers,immigr,click,psychopath,abl,legal,tackl,violenc,endors,candid,nra,dloesch,singl,virginia,chrisloesch,davidhogg111,,gun
416,democrat,hesit,safest,lee,tackl,immigr,dr,zionkelly18,fight,zairekelli,stop,irishrose23525,ryanafourni,factsmatter0129,lsupi,pray,fear,kill,end,link,akyleandrew,lateefish,melscriven1960,endingviolenceattheintersect,third,violenc,deadass,there,march,problem,momsdemand,votenoonkavanaugh,dloesch,pea,sad,yet,inform,professor,polici,outta,power,live,lost,arneduncan,hand,chicago,gun,enoughisenough,🙋🏻‍♀️🙋🏻‍♀️🙋🏻‍♀️🙋🏻‍♀️🙋🏻‍♀️🙋🏻‍♀️🙋🏻‍♀️🙋🏻‍♀️🙋🏻‍♀️,😪😥☹️😠
417,welleduc,normal,death,lateefish,melscriven1960,edbohio,thecryptohippo,krassenstein,oz,wizard,offici,haha,kid,tackl,enact,victim,disagre,voxdotcom,service…,increas,area,loaf,here’,idea,weep,radomysiski,heard,the…,"change
work","secret

demand",black,maryland,"us
😏😏😏",restrict,briton,constablechao,momsdemand,tonight,us,less,video,ignor,hypercontroversi,folk,accidenta…,princ,banski,join,violenc,gun
418,bep,recordset,flood…,broken,pea,candid,murder,tackl,heard,hand,cruz,splat,5yo,9yo,arn,duncan,nola,man😩,gestur,ban,non,address,dloesch,jeremiahrjon,a…,chang,victim,million,prevent,comment,stomach,sick,mass,amblujay,illeg,alma,mater,starts👏🏽,thousand,boulder,immigr,mission,nra,reduc,march,gunfreesa,,violenc,agreew,gun
